pathway,hubness,community
REACTOME_REGULATION_OF_APOPTOSIS,0.012265831273795559,8
REACTOME_METABOLISM_OF_POLYAMINES,0.010460164017314548,8
REACTOME_CELL_CYCLE_CHECKPOINTS,0.008110310613996228,8
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.009783531160727528,8
REACTOME_MITOTIC_G1_G1_S_PHASES,0.008890255247092962,8
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE,0.01155616857670998,8
REACTOME_MITOTIC_G2_G2_M_PHASES,0.008313935452974932,8
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,0.011509131887085374,8
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0.010330844561190428,8
REACTOME_DNA_REPLICATION,0.01074462937156582,8
REACTOME_HIV_INFECTION,0.007526025069627463,8
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.009706358508989436,8
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.006516317651540153,8
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.007346996732776171,8
REACTOME_G2_M_CHECKPOINTS,0.00863626197695315,8
REACTOME_S_PHASE,0.009847065593741811,8
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0.012337612783487712,8
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.01094972450090891,8
REACTOME_APC_C:CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C:CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.011658239021946397,8
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C:CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,0.011511906545199653,8
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.011236219226609463,8
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.010882116089642657,8
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.009179345977736347,8
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,0.008268856500270467,8
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.010146774692573562,8
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0.007539509818028351,8
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.009001899400099817,8
REACTOME_PCP_CE_PATHWAY,0.01055529557714063,8
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,0.009862352970279886,8
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.012069941286491432,8
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.011573052450019314,8
REACTOME_DEGRADATION_OF_AXIN,0.01215311252403645,8
REACTOME_DEGRADATION_OF_DVL,0.012044839155731214,8
REACTOME_PROGRAMMED_CELL_DEATH,0.00797067087889847,8
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0.011372147598315587,8
REACTOME_SIGNALING_BY_HEDGEHOG,0.00923292667680124,8
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.012106603263288291,8
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.011167900571659789,8
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.012244693709413956,8
REACTOME_HEDGEHOG_OFF_STATE,0.010131705044257837,8
REACTOME_ABC_TRANSPORTER_DISORDERS,0.010820522300592583,8
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.007978553730368078,8
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,0.01036010313017351,8
REACTOME_HEDGEHOG_ON_STATE,0.010591763393063969,8
REACTOME_REGULATION_OF_RAS_BY_GAPS,0.011194546631853139,8
REACTOME_INFECTIOUS_DISEASE,0.006606555723218385,8
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,0.010226890070690515,8
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,0.011722628221332196,8
REACTOME_MAPK6_MAPK4_SIGNALING,0.010149202938823546,8
REACTOME_DEUBIQUITINATION,0.00720778990690647,8
REACTOME_UCH_PROTEINASES,0.009727949468583555,8
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.00773770303632791,8
REACTOME_PTEN_REGULATION,0.009202166896839344,8
REACTOME_DNA_REPLICATION_PRE_INITIATION,0.010866322371660204,8
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,0.011654359589282431,8
REACTOME_STABILIZATION_OF_P53,0.011964323342275662,8
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.01143894730971976,8
REACTOME_CYCLIN_A:CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.010240148468663005,8
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0.010828882350878156,8
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,0.012516418273411451,8
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.009444024046795146,8
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,0.010013221604988102,8
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0.011379310278568377,8
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.011208602907964174,8
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0.01124015857954167,8
REACTOME_NEDDYLATION,0.007907019700292565,8
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,0.007213324219041144,8
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,0.008033264932990669,8
REACTOME_INTERLEUKIN_1_SIGNALING,0.010843957168940741,8
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.011575062104105378,8
REACTOME_ANTIGEN_PROCESSING:_UBIQUITINATION_PROTEASOME_DEGRADATION,0.0075288154705362076,8
GO_PROTEIN_CATABOLIC_PROCESS,0.0064038272908859654,8
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.00662151324585639,8
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.007336555081026832,8
GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,0.009980717837459734,8
GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,0.010216516445751814,8
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,0.008325312513678266,8
GO_RESPONSE_TO_INTERLEUKIN_1,0.009202458383144528,8
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.010339471757296121,8
GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,0.010121138816916482,8
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,0.008736011268257703,8
GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,0.006752435722197395,8
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.0069701462893805655,8
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.005677724949886018,8
GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.009309486987688846,8
GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,0.0058233603978666846,8
GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS,0.007118266672585438,8
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,0.005876485613352143,8
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,0.008326198554476145,8
GO_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,0.007541683199583224,8
GO_PROTEASOME_BINDING,0.0005235450944969604,8
GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY,0.0049616378954063164,8
GO_PROTEASOME_ACTIVATING_ATPASE_ACTIVITY,0.0016425656017403766,8
GO_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY,0.0009200957036058034,8
GO_PROTEIN_BINDING_BRIDGING_INVOLVED_IN_SUBSTRATE_RECOGNITION_FOR_UBIQUITINATION,3.278821690289523e-05,8
KEGG_PPAR_SIGNALING_PATHWAY,0.006692409586994074,9
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,2.3991940244917323e-05,9
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.00045832688593812825,9
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0.0006912752294069163,9
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,0.0004582502703987445,9
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.0026216570577883153,9
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,0.0009654183119856942,9
REACTOME_TRIGLYCERIDE_CATABOLISM,0.002377965561906033,9
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.0004302507250094301,9
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,0.0005436120946089231,9
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.015922760585556046,9
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,0.0005403235316562092,9
REACTOME_IMPORT_OF_PALMITOYL_COA_INTO_THE_MITOCHONDRIAL_MATRIX,0.0010479563330808418,9
REACTOME_VISUAL_PHOTOTRANSDUCTION,0.005578006880373247,9
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS,0.0022633533348624265,9
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.0019676549938496875,9
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,0.0005768410638353129,9
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.0031316669238979984,9
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,0.0006223810523499564,9
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,0.0006706649719088774,9
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,0.0007102751382807783,9
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.006109123720072507,9
REACTOME_VLDL_ASSEMBLY,0.0017614410598516587,9
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,0.0020059832586298994,9
REACTOME_CHYLOMICRON_ASSEMBLY,0.006080632466962195,9
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.004153620607846437,9
REACTOME_HDL_ASSEMBLY,0.0018269940203905306,9
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,0.0071440528247049325,9
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,0.01031003603916353,9
REACTOME_CHYLOMICRON_REMODELING,0.007557672590859875,9
REACTOME_HDL_CLEARANCE,0.0016815406099552129,9
REACTOME_CHYLOMICRON_CLEARANCE,0.0030896793200988542,9
REACTOME_LDL_CLEARANCE,0.0036804260133525605,9
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.007861051845676278,9
REACTOME_VLDL_CLEARANCE,0.0017627725330434708,9
REACTOME_HDL_REMODELING,0.005600702644947451,9
REACTOME_LIPID_PARTICLE_ORGANIZATION,0.0003893108706692951,9
REACTOME_TRIGLYCERIDE_METABOLISM,0.003032573681273909,9
GO_REGULATION_OF_LIPID_STORAGE,0.007337850982927652,9
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,0.0016426657075147156,9
GO_LIPOPROTEIN_METABOLIC_PROCESS,0.0073731992633466244,9
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.009967038652100808,9
GO_PLASMA_MEMBRANE_ORGANIZATION,0.0034403755491352406,9
GO_MEMBRANE_RAFT_ORGANIZATION,0.0011794855882534287,9
GO_REGULATION_OF_RECEPTOR_BINDING,0.0011613339222080294,9
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,0.004633549772903835,9
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,0.01169560443166282,9
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,0.018560155532291366,9
GO_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.01580569314640625,9
GO_LIPID_HOMEOSTASIS,0.015296962581074205,9
GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.012800504275692877,9
GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,0.005363173553499172,9
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,0.0018418011306523365,9
GO_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.017282707351901988,9
GO_REGULATION_OF_LIPASE_ACTIVITY,0.008313849059638346,9
GO_NEUTRAL_LIPID_CATABOLIC_PROCESS,0.010532213553779717,9
GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,0.01308996752213445,9
GO_CELLULAR_LIPID_CATABOLIC_PROCESS,0.010539689637845248,9
GO_REGULATION_OF_LIPID_TRANSPORT,0.022047162591501905,9
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,0.0049884683457796205,9
GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,0.004404942461679054,9
GO_NEUTRAL_LIPID_METABOLIC_PROCESS,0.017563553962824625,9
GO_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT,0.008390659142961911,9
GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.01364426739265388,9
GO_INTRACELLULAR_LIPID_TRANSPORT,0.0066548959122573245,9
GO_GLYCEROLIPID_CATABOLIC_PROCESS,0.012189241618081909,9
GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,0.003599304476650084,9
GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS,0.008337912734589194,9
GO_PHOSPHOLIPID_CATABOLIC_PROCESS,0.004664448059205614,9
GO_STEROL_METABOLIC_PROCESS,0.0165582503215011,9
GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.009287505257795727,9
GO_RECEPTOR_CATABOLIC_PROCESS,0.002387740243008929,9
GO_ALCOHOL_BIOSYNTHETIC_PROCESS,0.008589359421484593,9
GO_ACYLGLYCEROL_METABOLIC_PROCESS,0.008676475628642473,9
GO_REGULATION_OF_CHOLESTEROL_ESTERIFICATION,0.006926824303539084,9
GO_CHOLESTEROL_STORAGE,0.005598538199975758,9
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE,0.0022353462863659974,9
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE,0.003225193407792217,9
GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE,0.0012387113068474973,9
GO_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE,0.0013393356698418574,9
GO_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,0.0045322433603212095,9
GO_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.002009665102017591,9
GO_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.0017039228372833053,9
GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE,0.0024179509654477863,9
GO_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE,0.002312132562860453,9
GO_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.002514099793050595,9
GO_AMINOPHOSPHOLIPID_TRANSPORT,0.0006217037648837538,9
GO_SEQUESTERING_OF_TRIGLYCERIDE,0.00250944584548279,9
GO_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS,0.0033040228505134524,9
GO_PROTEIN_CONTAINING_COMPLEX_REMODELING,0.011149119379034846,9
GO_LIPID_DROPLET_ORGANIZATION,0.0008895921628745978,9
GO_STEROID_ESTERIFICATION,0.007555118682777144,9
GO_RESPONSE_TO_STILBENOID,0.001005166553557436,9
GO_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,0.00041777893359341714,9
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BIOSYNTHETIC_PROCESS,0.0011058640014213357,9
GO_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION,0.00071346017889092,9
GO_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.010056448431358521,9
GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.007894033084709396,9
GO_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,0.0008700475322733197,9
GO_CLATHRIN_DEPENDENT_ENDOCYTOSIS,0.0017022169056455912,9
GO_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT,0.0021747687928152276,9
GO_INTESTINAL_LIPID_ABSORPTION,0.0049877573052609205,9
GO_INTERMEMBRANE_LIPID_TRANSFER,0.00234590957126449,9
GO_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE,0.0005130203802296153,9
GO_SECONDARY_ALCOHOL_METABOLIC_PROCESS,0.016332614142096306,9
GO_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS,0.0019006030255767144,9
GO_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION,0.011123000383893945,9
GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,0.014115522709929863,9
GO_AMYLOID_FIBRIL_FORMATION,0.001305159656915818,9
GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING,0.006512659829575358,9
GO_LIPID_TRANSPORTER_ACTIVITY,0.014808346699202227,9
GO_STEROID_BINDING,0.018294960314099305,9
GO_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING,0.0036768009295194692,9
GO_PROTEIN_LIPID_COMPLEX_BINDING,0.005853397790873945,9
GO_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING,0.01947884727758154,9
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING,0.002046671713256097,9
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,0.005865190143476153,9
GO_TRIGLYCERIDE_LIPASE_ACTIVITY,0.002129354100699646,9
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING,0.026707142338669082,9
GO_S100_PROTEIN_BINDING,0.0007692923191217672,9
GO_SCAVENGER_RECEPTOR_ACTIVITY,0.0010707133866933443,9
GO_PHOSPHOLIPID_TRANSLOCATING_ATPASE_ACTIVITY,0.0029366120098659005,9
GO_ALCOHOL_BINDING,0.01639704639079112,9
GO_STEROL_BINDING,0.01696184895880299,9
GO_PHOSPHATIDYLINOSITOL_BINDING,0.01819755992892704,9
GO_PHOSPHOLIPASE_INHIBITOR_ACTIVITY,0.0016909863815745686,9
GO_STEROL_TRANSPORTER_ACTIVITY,0.013152914170426043,9
GO_LIPASE_INHIBITOR_ACTIVITY,0.004396733616572149,9
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,0.0035423030750665655,9
GO_PHOSPHATIDYLSERINE_BINDING,0.010584038209275655,9
GO_GLYCOLIPID_BINDING,0.0013546472689077362,9
GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING,0.027462244651368473,9
GO_MODIFIED_AMINO_ACID_BINDING,0.009738353561300329,9
GO_CARGO_RECEPTOR_ACTIVITY,0.0029366034927487366,9
GO_LIPASE_ACTIVATOR_ACTIVITY,0.0012982345112147644,9
GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING,0.00767000635999134,9
GO_CHOLESTEROL_TRANSPORTER_ACTIVITY,0.010172767767872857,9
GO_QUATERNARY_AMMONIUM_GROUP_BINDING,0.005359230619745124,9
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY,0.0015829599828885825,9
GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY,0.009859813813413193,9
GO_1_PHOSPHATIDYLINOSITOL_BINDING,0.0024029410879217823,9
GO_PHOSPHATIDIC_ACID_BINDING,0.0031232839123893534,9
GO_PHOSPHATIDYLINOSITOL_3_4_BISPHOSPHATE_BINDING,0.007472425965849223,9
GO_APOLIPOPROTEIN_BINDING,0.0027168410144233802,9
GO_LIPID_BINDING,0.02635739079690447,9
GO_PHOSPHOLIPID_BINDING,0.021705413722000445,9
GO_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING,0.008570396205259855,9
GO_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING,0.006587147634043515,9
GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING,0.006524121430102055,9
GO_STEROL_ESTERASE_ACTIVITY,0.00032511800392168166,9
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY,0.0010789725628178558,9
GO_LONG_CHAIN_FATTY_ACID_TRANSPORTER_ACTIVITY,0.0012921404828923335,9
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_BINDING,0.0033403628430825724,9
GO_PHOSPHATIDYLETHANOLAMINE_BINDING,0.0011483168686187207,9
GO_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY,0.0022960864395193954,9
GO_PHOSPHATIDYLINOSITOL_TRANSPORTER_ACTIVITY,0.001319773084196554,9
GO_PHOSPHOLIPASE_ACTIVATOR_ACTIVITY,0.0006256426370150628,9
GO_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVATOR_ACTIVITY,0.0011947812815882588,9
GO_CARNITINE_O_ACYLTRANSFERASE_ACTIVITY,0.00032189818514683844,9
GO_O_PALMITOYLTRANSFERASE_ACTIVITY,0.0004126929682209975,9
GO_PHOSPHOLIPID_SCRAMBLASE_ACTIVITY,0.001001486446872424,9
GO_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY,0.0010554577317627937,9
GO_CLATHRIN_HEAVY_CHAIN_BINDING,0.0009018865653012235,9
GO_APOLIPOPROTEIN_A_I_BINDING,0.001499487176202169,9
GO_APOLIPOPROTEIN_RECEPTOR_BINDING,0.002831339318500855,9
GO_LIPASE_BINDING,0.0019026088979606723,9
GO_AP_2_ADAPTOR_COMPLEX_BINDING,0.0006840479286165615,9
GO_CERAMIDE_TRANSPORTER_ACTIVITY,0.0019166970111558193,9
GO_AP_1_ADAPTOR_COMPLEX_BINDING,0.0005226131027290402,9
GO_GLYCOSPHINGOLIPID_BINDING,0.0004633965823248951,9
GO_INOSITOL_1_3_4_5_TETRAKISPHOSPHATE_BINDING,0.0007449067272170429,9
GO_SPHINGOLIPID_TRANSPORTER_ACTIVITY,0.0019118052759179666,9
GO_SPHINGOLIPID_BINDING,0.002205392707416323,9
GO_VIRION_BINDING,0.0006406262240476157,9
GO_ACYLGLYCEROL_LIPASE_ACTIVITY,0.0007040601721185583,9
GO_PHOSPHATIDYLCHOLINE_STEROL_O_ACYLTRANSFERASE_ACTIVATOR_ACTIVITY,0.0058703181007866085,9
GO_CERAMIDE_BINDING,0.0020945610182918515,9
GO_ENDOCYTIC_ADAPTOR_ACTIVITY,0.001372292684361615,9
GO_INTERMEMBRANE_LIPID_TRANSFER_ACTIVITY,0.002068051238047959,9
GO_PHOSPHATIDYLGLYCEROL_BINDING,0.001829348897049387,9
GO_CARDIOLIPIN_BINDING,0.0011716126465359813,9
GO_CERAMIDE_1_PHOSPHATE_BINDING,0.00152867746137188,9
GO_PHOSPHATIDIC_ACID_TRANSPORTER_ACTIVITY,0.0009242939086134109,9
KEGG_MAPK_SIGNALING_PATHWAY,0.007408491845934572,10
KEGG_ERBB_SIGNALING_PATHWAY,0.007655021633568713,10
KEGG_MTOR_SIGNALING_PATHWAY,0.0022833466564818536,10
KEGG_DORSO_VENTRAL_AXIS_FORMATION,0.0016098005703416441,10
KEGG_VEGF_SIGNALING_PATHWAY,0.0040286416851777985,10
KEGG_FOCAL_ADHESION,0.0049221061338069055,10
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.004308294709203838,10
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.004971076917006114,10
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.004450313724331378,10
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.004978671992138776,10
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.002563677695322256,10
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.006761804220546563,10
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.007716091681772827,10
KEGG_INSULIN_SIGNALING_PATHWAY,0.004694581482477145,10
KEGG_TYPE_II_DIABETES_MELLITUS,0.0018853854887183924,10
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.0022442488756630654,10
KEGG_PATHWAYS_IN_CANCER,0.009256654040675912,10
KEGG_COLORECTAL_CANCER,0.0033078436745149916,10
KEGG_RENAL_CELL_CARCINOMA,0.005694475265470661,10
KEGG_PANCREATIC_CANCER,0.0039709061281511596,10
KEGG_ENDOMETRIAL_CANCER,0.005320002894861137,10
KEGG_GLIOMA,0.006343047670193287,10
KEGG_PROSTATE_CANCER,0.0059412507995128,10
KEGG_THYROID_CANCER,0.0019529330421815074,10
KEGG_MELANOMA,0.01023790049552733,10
KEGG_BLADDER_CANCER,0.0026916561596215622,10
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.00606220107362644,10
KEGG_ACUTE_MYELOID_LEUKEMIA,0.004955895380283562,10
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.00563040324639503,10
REACTOME_SIGNALING_BY_SCF_KIT,0.004632150698764823,10
REACTOME_REGULATION_OF_KIT_SIGNALING,0.0016608669360346658,10
REACTOME_SIGNALING_BY_ERBB4,0.004513941735720951,10
REACTOME_SIGNALING_BY_ERBB2,0.005796684280009102,10
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.003435915883645117,10
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.005431453390788177,10
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.0016362662575890206,10
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.003385890570926864,10
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.002890439274310572,10
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.0011820700603653656,10
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.01362648387494695,10
REACTOME_ARMS_MEDIATED_ACTIVATION,0.0005415887533588533,10
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.0014637726710615094,10
REACTOME_SIGNALLING_TO_RAS,0.0030789386434027675,10
REACTOME_SIGNALLING_TO_ERKS,0.004290812730127742,10
