Community,Pathway
5,GO_RIBOSOMAL_LARGE_SUBUNIT_BINDING
5,GO_REGULATORY_RNA_BINDING
5,GO_IMPORTIN_ALPHA_FAMILY_PROTEIN_BINDING
5,GO_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY
5,GO_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY
5,GO_LIGASE_ACTIVITY
5,GO_MRNA_3_UTR_BINDING
5,GO_SNORNA_BINDING
5,REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC
5,GO_RNA_7_METHYLGUANOSINE_CAP_BINDING
5,GO_MRNA_5_UTR_BINDING
5,GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT
5,GO_TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING
5,GO_RIBOSOME_BIOGENESIS
5,REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING
5,GO_REGULATION_OF_NEURONAL_ACTION_POTENTIAL
5,GO_PRE_MRNA_INTRONIC_BINDING
5,GO_MIRNA_BINDING
5,GO_SNRNA_BINDING
5,GO_RECEPTOR_SIGNALING_COMPLEX_SCAFFOLD_ACTIVITY
5,GO_TRANSLATION_REGULATOR_ACTIVITY
5,GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS
5,REACTOME_RRNA_PROCESSING
5,REACTOME_NONSENSE_MEDIATED_DECAY_NMD
5,REACTOME_RECYCLING_OF_EIF2:GDP
5,GO_TRANSLATION_REPRESSOR_ACTIVITY
5,GO_CAP_INDEPENDENT_TRANSLATIONAL_INITIATION
5,GO_KERATINOCYTE_DEVELOPMENT
5,GO_PROTEIN_CONTAINING_COMPLEX_SCAFFOLD_ACTIVITY
5,GO_RNA_STRAND_ANNEALING_ACTIVITY
5,GO_U4_SNRNA_BINDING
5,GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING
5,GO_DOUBLE_STRANDED_RNA_BINDING
5,GO_U3_SNORNA_BINDING
5,GO_POSITIVE_REGULATION_OF_RNA_BINDING
5,GO_CELLULAR_RESPONSE_TO_SODIUM_ARSENITE
5,GO_BOX_H_ACA_SNORNA_BINDING
5,GO_RESPONSE_TO_SODIUM_ARSENITE
5,GO_REGULATION_OF_MRNA_BINDING
5,GO_RIBOSOME_BINDING
5,GO_PRE_MRNA_BINDING
5,GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS
5,GO_POSITIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION
5,GO_MITOCHONDRIAL_GENE_EXPRESSION
5,GO_SIRNA_BINDING
5,GO_POLY_G_BINDING
5,GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION
5,GO_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY
5,REACTOME_DISEASE
5,REACTOME_TRNA_AMINOACYLATION
5,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION
5,REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION
5,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
5,REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS
5,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
5,KEGG_RIBOSOME
5,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
5,KEGG_PROTEIN_EXPORT
5,REACTOME_METABOLISM_OF_RNA
5,REACTOME_AXON_GUIDANCE
5,REACTOME_DEVELOPMENTAL_BIOLOGY
5,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS
5,REACTOME_SELENOAMINO_ACID_METABOLISM
5,REACTOME_TRANSLATION
5,REACTOME_INFLUENZA_INFECTION
6,GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS
6,GO_HEXOSAMINIDASE_ACTIVITY
6,GO_SPHINGOMYELIN_METABOLIC_PROCESS
6,GO_N_ACETYLGLUCOSAMINE_6_O_SULFOTRANSFERASE_ACTIVITY
6,GO_N_ACETYLGALACTOSAMINE_4_O_SULFOTRANSFERASE_ACTIVITY
6,GO_ALPHA_1_3_FUCOSYLTRANSFERASE_ACTIVITY
6,GO_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY
6,GO_HYALURONONGLUCOSAMINIDASE_ACTIVITY
6,GO_N_ACETYLLACTOSAMINE_SYNTHASE_ACTIVITY
6,GO_NADPLUS_ADP_RIBOSYLTRANSFERASE_ACTIVITY
6,GO_NAD_P_PLUS_PROTEIN_ARGININE_ADP_RIBOSYLTRANSFERASE_ACTIVITY
6,GO_BETA_GALACTOSIDASE_ACTIVITY
6,GO_BETA_N_ACETYLHEXOSAMINIDASE_ACTIVITY
6,REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS
6,GO_DOLICHYL_PHOSPHATE_MANNOSE_PROTEIN_MANNOSYLTRANSFERASE_ACTIVITY
6,REACTOME_GDP_FUCOSE_BIOSYNTHESIS
6,GO_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY
6,GO_BETA_N_ACETYLGLUCOSAMINYLGLYCOPEPTIDE_BETA_1_4_GALACTOSYLTRANSFERASE_ACTIVITY
6,GO_ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY
6,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS
6,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI
6,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION
6,GO_MANNOSYLTRANSFERASE_ACTIVITY
6,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS
6,GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY
6,GO_GALACTOSYLTRANSFERASE_ACTIVITY
6,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN
6,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS
6,GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY
6,GO_SULFOTRANSFERASE_ACTIVITY
6,REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA
6,GO_FUCOSYLTRANSFERASE_ACTIVITY
6,GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS
6,REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS
6,GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS
6,GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING
6,GO_SULFURIC_ESTER_HYDROLASE_ACTIVITY
6,GO_HYALURONIC_ACID_BINDING
6,GO_SPHINGOSINE_N_ACYLTRANSFERASE_ACTIVITY
6,REACTOME_SPHINGOLIPID_METABOLISM
6,GO_MEMBRANE_LIPID_CATABOLIC_PROCESS
6,GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION
6,GO_GLUCOSYLTRANSFERASE_ACTIVITY
6,GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS
6,GO_OLIGOSACCHARYL_TRANSFERASE_ACTIVITY
6,GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS
6,GO_ARYLSULFATASE_ACTIVITY
6,GO_HEPARAN_SULFATE_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY
6,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM
6,REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE
6,GO_SIALIC_ACID_BINDING
6,REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD
6,REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE
6,REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS
6,REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1
6,REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2
6,REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15
6,GO_MANNOSYL_OLIGOSACCHARIDE_MANNOSIDASE_ACTIVITY
6,GO_GALACTOSIDASE_ACTIVITY
6,REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS
6,REACTOME_DIGESTION_AND_ABSORPTION
6,GO_ACROSIN_BINDING
6,REACTOME_GLYCOSPHINGOLIPID_METABOLISM
6,GO_C_PALMITOYLTRANSFERASE_ACTIVITY
6,REACTOME_DIGESTION
6,REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS
6,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS
6,REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS
6,REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D
6,GO_N_ACYLSPHINGOSINE_AMIDOHYDROLASE_ACTIVITY
6,GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
6,GO_PROTEIN_XYLOSYLTRANSFERASE_ACTIVITY
6,GO_STRUCTURAL_CONSTITUENT_OF_TOOTH_ENAMEL
6,GO_AMYLASE_ACTIVITY
6,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM
6,GO_CHONDROITIN_SULFOTRANSFERASE_ACTIVITY
6,REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS
6,REACTOME_KERATAN_SULFATE_DEGRADATION
6,GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS
6,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM
6,REACTOME_HS_GAG_BIOSYNTHESIS
6,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM
6,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS
6,GO_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY
6,REACTOME_HYALURONAN_METABOLISM
6,REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES
6,REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION
6,REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS
6,GO_CHITIN_BINDING
6,REACTOME_CS_DS_DEGRADATION
6,REACTOME_HS_GAG_DEGRADATION
6,REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY
6,REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI
6,GO_SIALYLTRANSFERASE_ACTIVITY
6,GO_BETA_GLUCOSIDASE_ACTIVITY
6,GO_HEPARAN_SULFATE_GLUCOSAMINE_3_SULFOTRANSFERASE_1_ACTIVITY
6,REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI
6,GO_UDP_GALACTOSE_BETA_N_ACETYLGLUCOSAMINE_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY
6,REACTOME_SIALIC_ACID_METABOLISM
6,GO_N_ACETYLLACTOSAMINIDE_BETA_1_3_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY
6,GO_UDP_XYLOSYLTRANSFERASE_ACTIVITY
6,GO_UDP_GLUCOSYLTRANSFERASE_ACTIVITY
6,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM
6,GO_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY
6,GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY
6,REACTOME_DISEASES_OF_GLYCOSYLATION
6,GO_AMINO_SUGAR_CATABOLIC_PROCESS
6,GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS
6,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS
6,GO_DIOL_METABOLIC_PROCESS
6,GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY
6,GO_UDP_GALACTOSYLTRANSFERASE_ACTIVITY
6,GO_MANNOSIDASE_ACTIVITY
6,GO_GLUCOSIDASE_ACTIVITY
6,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE
6,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
6,GO_REGULATION_OF_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA
6,GO_MEMBRANE_LIPID_METABOLIC_PROCESS
6,REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE
6,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
6,REACTOME_DECTIN_2_FAMILY
6,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_SULFUR_CONTAINING_GROUPS
6,REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC
6,GO_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN
6,KEGG_SULFUR_METABOLISM
6,REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS
6,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS
6,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
6,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
6,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
6,GO_HEPARAN_SULFATE_SULFOTRANSFERASE_ACTIVITY
6,GO_CERAMIDASE_ACTIVITY
6,REACTOME_ACROSOME_REACTION_AND_SPERM:OOCYTE_MEMBRANE_BINDING
6,KEGG_SPHINGOLIPID_METABOLISM
6,REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS
6,REACTOME_O_LINKED_GLYCOSYLATION
6,REACTOME_FERTILIZATION
6,GO_DISACCHARIDE_BIOSYNTHETIC_PROCESS
6,REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS
6,GO_ALPHA_GLUCOSIDASE_ACTIVITY
6,GO_CHONDROITIN_SULFATE_METABOLIC_PROCESS
6,GO_LIPID_GLYCOSYLATION
6,GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS
6,KEGG_N_GLYCAN_BIOSYNTHESIS
6,KEGG_OTHER_GLYCAN_DEGRADATION
6,GO_PROTEIN_ADP_RIBOSYLASE_ACTIVITY
6,KEGG_O_GLYCAN_BIOSYNTHESIS
6,GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA
6,REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE
6,GO_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS
6,REACTOME_SYNTHESIS_OF_GDP_MANNOSE
6,GO_SIALYLATION
6,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
6,GO_CORECEPTOR_ACTIVITY_INVOLVED_IN_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY
6,REACTOME_MUCOPOLYSACCHARIDOSES
6,KEGG_GLYCOSAMINOGLYCAN_DEGRADATION
6,GO_REGULATION_OF_ACROSOME_REACTION
6,REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION
6,GO_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS
6,GO_CERAMIDE_METABOLIC_PROCESS
6,GO_DISACCHARIDE_METABOLIC_PROCESS
6,GO_AMINOGLYCAN_CATABOLIC_PROCESS
6,GO_NEGATIVE_REGULATION_OF_FERTILIZATION
6,KEGG_LYSOSOME
6,REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION
6,GO_GLYCOPROTEIN_CATABOLIC_PROCESS
6,GO_POSITIVE_REGULATION_OF_FERTILIZATION
6,REACTOME_DIGESTION_OF_DIETARY_LIPID
6,REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT
6,GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS
6,GO_MANGANESE_ION_BINDING
6,GO_GLYCOPROTEIN_METABOLIC_PROCESS
6,GO_ALPHA_AMYLASE_ACTIVITY_RELEASING_MALTOHEXAOSE_
7,GO_CELLULAR_RESPONSE_TO_CISPLATIN
7,GO_RESPONSE_TO_CISPLATIN
7,GO_RESPONSE_TO_HYDROXYUREA
7,GO_CHIASMA_ASSEMBLY
7,GO_ATP_DEPENDENT_3_5_DNA_HELICASE_ACTIVITY
7,REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR
7,GO_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS
7,GO_5_3_DNA_HELICASE_ACTIVITY
7,KEGG_ABC_TRANSPORTERS
7,GO_PROTON_EXPORTING_ATPASE_ACTIVITY
7,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED
7,GO_NEGATIVE_REGULATION_OF_CHROMATIN_BINDING
7,GO_CENTROMERIC_DNA_BINDING
7,REACTOME_INSULIN_RECEPTOR_RECYCLING
7,GO_DNA_INSERTION_OR_DELETION_BINDING
7,GO_GUANINE_THYMINE_MISPAIR_BINDING
7,GO_SINGLE_BASE_INSERTION_OR_DELETION_BINDING
7,GO_SINGLE_THYMINE_INSERTION_BINDING
7,GO_OXIDIZED_DNA_BINDING
7,GO_MISMATCH_REPAIR_COMPLEX_BINDING
7,GO_DNA_TRANSLOCASE_ACTIVITY
7,GO_MUTLALPHA_COMPLEX_BINDING
7,GO_ANNEALING_HELICASE_ACTIVITY
7,GO_MUTSALPHA_COMPLEX_BINDING
7,GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
7,GO_3_5_RNA_HELICASE_ACTIVITY
7,GO_FOUR_WAY_JUNCTION_HELICASE_ACTIVITY
7,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_PLUS_END_DIRECTED
7,GO_EXOPOLYPHOSPHATASE_ACTIVITY
7,GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM
7,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
7,GO_SECRETORY_GRANULE_LOCALIZATION
7,KEGG_VIBRIO_CHOLERAE_INFECTION
7,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE
7,REACTOME_CRISTAE_FORMATION
7,GO_ATP_DEPENDENT_PEPTIDASE_ACTIVITY
7,GO_ATP_DEPENDENT_5_3_DNA_HELICASE_ACTIVITY
7,GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_ROTATIONAL_MECHANISM
7,GO_ADENYL_NUCLEOTIDE_BINDING
7,GO_ATPASE_ACTIVITY
7,GO_PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM
7,GO_HELICASE_ACTIVITY
7,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES
7,GO_ATPASE_BINDING
7,GO_ATPASE_ACTIVITY_COUPLED
7,GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY
7,GO_MICROTUBULE_MOTOR_ACTIVITY
7,GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES
7,GO_PHAGOSOME_MATURATION
7,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY
7,GO_DNA_SECONDARY_STRUCTURE_BINDING
7,GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_PHOSPHORYLATIVE_MECHANISM
7,GO_PHOSPHOTRANSFERASE_ACTIVITY_NITROGENOUS_GROUP_AS_ACCEPTOR
7,GO_MICROFILAMENT_MOTOR_ACTIVITY
7,GO_MOTOR_ACTIVITY
7,GO_RESPONSE_TO_CAMPTOTHECIN
7,GO_DRUG_BINDING
7,GO_G_QUADRUPLEX_DNA_BINDING
7,GO_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING
7,GO_RIBONUCLEOTIDE_BINDING
7,GO_3_5_DNA_HELICASE_ACTIVITY
7,GO_FOUR_WAY_JUNCTION_DNA_BINDING
7,GO_DNA_DEPENDENT_ATPASE_ACTIVITY
7,GO_RNA_HELICASE_ACTIVITY
7,REACTOME_IRON_UPTAKE_AND_TRANSPORT
7,GO_DNA_HELICASE_ACTIVITY
7,GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES
7,GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY
7,GO_DENSE_CORE_GRANULE_TRANSPORT
7,GO_ADP_BINDING
7,GO_DYNEIN_LIGHT_CHAIN_BINDING
7,GO_DYNEIN_HEAVY_CHAIN_BINDING
7,GO_DYNEIN_INTERMEDIATE_CHAIN_BINDING
7,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING
7,GO_MAGNESIUM_ION_BINDING
7,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING
7,GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
7,GO_PROTON_TRANSPORTING_ATPASE_ACTIVITY_ROTATIONAL_MECHANISM
7,GO_MISMATCHED_DNA_BINDING
7,GO_ANNEALING_ACTIVITY
7,GO_BUBBLE_DNA_BINDING
7,GO_Y_FORM_DNA_BINDING
7,GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY
8,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY
8,GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS
8,REACTOME_S_PHASE
8,GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE
8,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3
8,REACTOME_DNA_REPLICATION
8,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2
8,REACTOME_ADAPTIVE_IMMUNE_SYSTEM
8,REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY
8,GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION
8,REACTOME_SIGNALING_BY_ROBO_RECEPTORS
8,REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX
8,REACTOME_G2_M_CHECKPOINTS
8,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT
8,REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS
8,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY
8,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS
8,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX
8,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING
8,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN
8,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
8,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE
8,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
8,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
8,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES
8,GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY
8,REACTOME_INTERLEUKIN_1_SIGNALING
8,GO_RESPONSE_TO_INTERLEUKIN_1
8,REACTOME_ANTIGEN_PROCESSING:_UBIQUITINATION_PROTEASOME_DEGRADATION
8,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
8,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT
8,REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION
8,GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS
8,GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS
8,REACTOME_CELL_CYCLE_CHECKPOINTS
8,GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM
8,GO_PROTEIN_CATABOLIC_PROCESS
8,GO_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS
8,GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM
8,REACTOME_REGULATION_OF_APOPTOSIS
8,GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION
8,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
8,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS
8,REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6
8,REACTOME_TCR_SIGNALING
8,REACTOME_DOWNSTREAM_TCR_SIGNALING
8,REACTOME_METABOLISM_OF_POLYAMINES
8,GO_REGULATION_OF_WNT_SIGNALING_PATHWAY
8,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA
8,REACTOME_APC_C:CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C:CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1
8,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G
8,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21
8,REACTOME_MITOTIC_G2_G2_M_PHASES
8,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C:CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS
8,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE
8,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
8,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
8,REACTOME_SIGNALING_BY_NOTCH4
8,REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE
8,REACTOME_MITOTIC_G1_G1_S_PHASES
8,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR
8,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS
8,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR
8,GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION
8,GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS
8,GO_PROTEASOME_BINDING
8,GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE
8,GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS
8,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING
8,REACTOME_NEDDYLATION
8,REACTOME_HIV_INFECTION
8,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING
