pathway,label,category
REACTOME_SMOOTH_MUSCLE_CONTRACTION,18.0,REACTOME_MUSCLE_CONTRACTION
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,17.0,REACTOME_METABOLISM_OF_RNA
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,17.0,REACTOME_METABOLISM_OF_RNA
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,13.0,REACTOME_HEMOSTASIS
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,2.0,REACTOME_CELL_CELL_COMMUNICATION
REACTOME_CELL_JUNCTION_ORGANIZATION,2.0,REACTOME_CELL_CELL_COMMUNICATION
REACTOME_PYRUVATE_METABOLISM,15.0,Metabolism
REACTOME_PURINE_CATABOLISM,15.0,Metabolism
REACTOME_METABOLISM_OF_RNA,0.0,REACTOME_AUTOPHAGY
REACTOME_MITOTIC_G1_G1_S_PHASES,1.0,REACTOME_CELL_CYCLE
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE,1.0,REACTOME_CELL_CYCLE
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,14.0,Immune System
REACTOME_MYOGENESIS,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,14.0,Immune System
REACTOME_GPCR_LIGAND_BINDING,24.0,Signal Transduction
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,14.0,Immune System
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,13.0,REACTOME_HEMOSTASIS
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,24.0,Signal Transduction
REACTOME_MITOTIC_G2_G2_M_PHASES,1.0,REACTOME_CELL_CYCLE
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,14.0,Immune System
REACTOME_DNA_REPAIR,0.0,REACTOME_AUTOPHAGY
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,24.0,Signal Transduction
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,16.0,Metabolism of proteins
REACTOME_CHROMOSOME_MAINTENANCE,1.0,REACTOME_CELL_CYCLE
REACTOME_L1CAM_INTERACTIONS,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_RECYCLING_PATHWAY_OF_L1,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,16.0,Metabolism of proteins
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,15.0,Metabolism
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,16.0,Metabolism of proteins
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,10.0,REACTOME_DNA_REPLICATION
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,16.0,Metabolism of proteins
REACTOME_CGMP_EFFECTS,13.0,REACTOME_HEMOSTASIS
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,14.0,Immune System
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,16.0,Metabolism of proteins
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,13.0,REACTOME_HEMOSTASIS
REACTOME_PLATELET_HOMEOSTASIS,13.0,REACTOME_HEMOSTASIS
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,16.0,Metabolism of proteins
REACTOME_PLATELET_SENSITIZATION_BY_LDL,13.0,REACTOME_HEMOSTASIS
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_RAP1_SIGNALLING,14.0,Immune System
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,13.0,REACTOME_HEMOSTASIS
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,13.0,REACTOME_HEMOSTASIS
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,16.0,Metabolism of proteins
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,14.0,Immune System
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,14.0,Immune System
REACTOME_CIRCADIAN_CLOCK,0.0,REACTOME_AUTOPHAGY
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,13.0,REACTOME_HEMOSTASIS
REACTOME_REGULATION_OF_IFNG_SIGNALING,14.0,Immune System
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,17.0,REACTOME_METABOLISM_OF_RNA
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,14.0,Immune System
REACTOME_GABA_B_RECEPTOR_ACTIVATION,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,16.0,Metabolism of proteins
REACTOME_IRON_UPTAKE_AND_TRANSPORT,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_INTERFERON_GAMMA_SIGNALING,14.0,Immune System
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,16.0,Metabolism of proteins
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,14.0,Immune System
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,14.0,Immune System
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,14.0,Immune System
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,14.0,Immune System
REACTOME_GABA_RECEPTOR_ACTIVATION,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_KINESINS,13.0,REACTOME_HEMOSTASIS
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,16.0,Metabolism of proteins
REACTOME_REGULATION_OF_IFNA_SIGNALING,14.0,Immune System
REACTOME_INTERFERON_SIGNALING,14.0,Immune System
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_DSCAM_INTERACTIONS,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_ION_CHANNEL_TRANSPORT,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,14.0,Immune System
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,9.0,REACTOME_DNA_REPAIR
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,26.0,REACTOME_VESICLE_MEDIATED_TRANSPORT
REACTOME_MEIOTIC_RECOMBINATION,23.0,REACTOME_REPRODUCTION
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,13.0,REACTOME_HEMOSTASIS
REACTOME_SIGNALING_BY_NOTCH,24.0,Signal Transduction
REACTOME_LAGGING_STRAND_SYNTHESIS,10.0,REACTOME_DNA_REPLICATION
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,1.0,REACTOME_CELL_CYCLE
REACTOME_ETHANOL_OXIDATION,15.0,Metabolism
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,15.0,Metabolism
REACTOME_DNA_REPLICATION,0.0,REACTOME_AUTOPHAGY
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,1.0,REACTOME_CELL_CYCLE
REACTOME_METABOLISM_OF_CARBOHYDRATES,15.0,Metabolism
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,24.0,Signal Transduction
REACTOME_SIGNAL_ATTENUATION,24.0,Signal Transduction
REACTOME_SOS_MEDIATED_SIGNALLING,24.0,Signal Transduction
REACTOME_HEMOSTASIS,0.0,REACTOME_AUTOPHAGY
REACTOME_HIV_INFECTION,8.0,REACTOME_DISEASE
REACTOME_HIV_LIFE_CYCLE,8.0,REACTOME_DISEASE
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,8.0,REACTOME_DISEASE
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,8.0,REACTOME_DISEASE
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.0,REACTOME_AUTOPHAGY
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,8.0,REACTOME_DISEASE
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,15.0,Metabolism
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,1.0,REACTOME_CELL_CYCLE
REACTOME_UNWINDING_OF_DNA,10.0,REACTOME_DNA_REPLICATION
REACTOME_GLUCURONIDATION,15.0,Metabolism
REACTOME_INNATE_IMMUNE_SYSTEM,14.0,Immune System
REACTOME_MITOTIC_PROMETAPHASE,1.0,REACTOME_CELL_CYCLE
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,1.0,REACTOME_CELL_CYCLE
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,24.0,Signal Transduction
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,1.0,REACTOME_CELL_CYCLE
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,15.0,Metabolism
REACTOME_INTEGRATION_OF_PROVIRUS,8.0,REACTOME_DISEASE
REACTOME_GLUTATHIONE_CONJUGATION,15.0,Metabolism
REACTOME_COMPLEMENT_CASCADE,14.0,Immune System
REACTOME_MTORC1_MEDIATED_SIGNALLING,24.0,Signal Transduction
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_GLUCOSE_METABOLISM,15.0,Metabolism
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,14.0,Immune System
REACTOME_NOD1_2_SIGNALING_PATHWAY,14.0,Immune System
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,14.0,Immune System
REACTOME_MEIOTIC_SYNAPSIS,23.0,REACTOME_REPRODUCTION
REACTOME_THE_NLRP3_INFLAMMASOME,14.0,Immune System
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,14.0,Immune System
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_INFLAMMASOMES,14.0,Immune System
REACTOME_POTASSIUM_CHANNELS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,14.0,Immune System
REACTOME_TELOMERE_MAINTENANCE,1.0,REACTOME_CELL_CYCLE
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,13.0,REACTOME_HEMOSTASIS
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,14.0,Immune System
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,0.0,REACTOME_AUTOPHAGY
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,14.0,Immune System
REACTOME_EXTENSION_OF_TELOMERES,1.0,REACTOME_CELL_CYCLE
REACTOME_G2_M_CHECKPOINTS,1.0,REACTOME_CELL_CYCLE
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,1.0,REACTOME_CELL_CYCLE
REACTOME_S_PHASE,1.0,REACTOME_CELL_CYCLE
REACTOME_TRYPTOPHAN_CATABOLISM,15.0,Metabolism
REACTOME_DNA_STRAND_ELONGATION,10.0,REACTOME_DNA_REPLICATION
REACTOME_CHOLESTEROL_BIOSYNTHESIS,15.0,Metabolism
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,24.0,Signal Transduction
REACTOME_METABOLISM_OF_PORPHYRINS,15.0,Metabolism
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,8.0,REACTOME_DISEASE
REACTOME_SIGNALING_BY_FGFR,24.0,Signal Transduction
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,7.0,REACTOME_DIGESTION_AND_ABSORPTION
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,24.0,Signal Transduction
REACTOME_GAP_JUNCTION_ASSEMBLY,26.0,REACTOME_VESICLE_MEDIATED_TRANSPORT
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,16.0,Metabolism of proteins
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_APOPTOTIC_EXECUTION_PHASE,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_INTERLEUKIN_6_SIGNALING,14.0,Immune System
REACTOME_MAPK3_ERK1_ACTIVATION,24.0,Signal Transduction
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,9.0,REACTOME_DNA_REPAIR
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,9.0,REACTOME_DNA_REPAIR
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,9.0,REACTOME_DNA_REPAIR
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,9.0,REACTOME_DNA_REPAIR
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,9.0,REACTOME_DNA_REPAIR
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,0.0,REACTOME_AUTOPHAGY
REACTOME_G_PROTEIN_MEDIATED_EVENTS,24.0,Signal Transduction
REACTOME_TRANSMISSION_ACROSS_ELECTRICAL_SYNAPSES,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_NEUROTRANSMITTER_CLEARANCE,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_IRS_MEDIATED_SIGNALLING,24.0,Signal Transduction
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,24.0,Signal Transduction
REACTOME_MAPK1_ERK2_ACTIVATION,24.0,Signal Transduction
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,12.0,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
REACTOME_DISINHIBITION_OF_SNARE_FORMATION,13.0,REACTOME_HEMOSTASIS
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,14.0,Immune System
REACTOME_FERTILIZATION,23.0,REACTOME_REPRODUCTION
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,14.0,Immune System
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,3.0,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,3.0,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,14.0,Immune System
REACTOME_METHIONINE_SALVAGE_PATHWAY,15.0,Metabolism
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,24.0,Signal Transduction
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,24.0,Signal Transduction
REACTOME_INTERLEUKIN_7_SIGNALING,14.0,Immune System
REACTOME_CA2PLUS_ACTIVATED_KPLUS_CHANNELS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_G_PROTEIN_GATED_POTASSIUM_CHANNELS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_INWARDLY_RECTIFYING_KPLUS_CHANNELS,19.0,REACTOME_NEURONAL_SYSTEM
REACTOME_SPERM_MOTILITY_AND_TAXES,23.0,REACTOME_REPRODUCTION
REACTOME_ACROSOME_REACTION_AND_SPERM:OOCYTE_MEMBRANE_BINDING,23.0,REACTOME_REPRODUCTION
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,24.0,Signal Transduction
REACTOME_DOWNREGULATION_OF_ERBB2:ERBB3_SIGNALING,24.0,Signal Transduction
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,1.0,REACTOME_CELL_CYCLE
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,1.0,REACTOME_CELL_CYCLE
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,15.0,Metabolism
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,5.0,REACTOME_CIRCADIAN_CLOCK
REACTOME_BMAL1:CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,5.0,REACTOME_CIRCADIAN_CLOCK
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2PLUS_LEVELS,13.0,REACTOME_HEMOSTASIS
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,21.0,REACTOME_PROGRAMMED_CELL_DEATH
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,13.0,REACTOME_HEMOSTASIS
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,13.0,REACTOME_HEMOSTASIS
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,13.0,REACTOME_HEMOSTASIS
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,15.0,Metabolism
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL,6.0,REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_COLLAGEN_DEGRADATION,11.0,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,26.0,REACTOME_VESICLE_MEDIATED_TRANSPORT
REACTOME_ALPHA_DEFENSINS,14.0,Immune System
REACTOME_REPRODUCTION,0.0,REACTOME_AUTOPHAGY
REACTOME_O2_CO2_EXCHANGE_IN_ERYTHROCYTES,25.0,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_ACYL_CHAIN_REMODELING_OF_CL,15.0,Metabolism
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,15.0,Metabolism
REACTOME_HYDROLYSIS_OF_LPC,15.0,Metabolism
REACTOME_SYNTHESIS_OF_PG,15.0,Metabolism
REACTOME_SYNTHESIS_OF_PI,15.0,Metabolism
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE,15.0,Metabolism
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,15.0,Metabolism
REACTOME_SIGNALING_BY_ACTIVIN,24.0,Signal Transduction
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,15.0,Metabolism
REACTOME_METHYLATION,15.0,Metabolism
REACTOME_AMINO_ACID_CONJUGATION,15.0,Metabolism
REACTOME_ELASTIC_FIBRE_FORMATION,11.0,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_FIBRONECTIN_MATRIX_FORMATION,11.0,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,1.0,REACTOME_CELL_CYCLE
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,26.0,REACTOME_VESICLE_MEDIATED_TRANSPORT
REACTOME_MITOCHONDRIAL_BIOGENESIS,20.0,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,17.0,REACTOME_METABOLISM_OF_RNA
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,17.0,REACTOME_METABOLISM_OF_RNA
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,11.0,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS,16.0,Metabolism of proteins
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,14.0,Immune System
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,14.0,Immune System
REACTOME_SULFIDE_OXIDATION_TO_SULFATE,15.0,Metabolism
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,15.0,Metabolism
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,8.0,REACTOME_DISEASE
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,1.0,REACTOME_CELL_CYCLE
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,16.0,Metabolism of proteins
REACTOME_POST_TRANSLATIONAL_MODIFICATION:_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,16.0,Metabolism of proteins
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,15.0,Metabolism
REACTOME_MACROAUTOPHAGY,3.0,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,15.0,Metabolism
REACTOME_TRIGLYCERIDE_CATABOLISM,15.0,Metabolism
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,15.0,Metabolism
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION,15.0,Metabolism
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,15.0,Metabolism
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,16.0,Metabolism of proteins
REACTOME_DISEASE,0.0,REACTOME_AUTOPHAGY
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,15.0,Metabolism
REACTOME_2_LTR_CIRCLE_FORMATION,8.0,REACTOME_DISEASE
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,8.0,REACTOME_DISEASE
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,8.0,REACTOME_DISEASE
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,11.0,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_MTOR_SIGNALLING,24.0,Signal Transduction
